统计年度,地区名称,人口数,0-14岁人口数,15-64岁人口数,65岁及以上人口数,总抚养比,少年儿童抚养比,老年人口抚养比,老龄化率,养老床位,经济(亿元),养保支出(亿元),养老床位_5年均值增长率,老龄化率增长率,床位增长率,经济增长率,养保支出增长率,老龄化率_lag1,老年人口抚养比_lag1,养老床位_lag1,65岁及以上人口数_lag1,人口数_lag1,15-64岁人口数_lag1,经济(亿元)_lag1,养保支出(亿元)_lag1,老龄化率_3年均值,老龄化率_3年标准差,老年人口抚养比_3年均值,老年人口抚养比_3年标准差,养老床位_3年均值,养老床位_3年标准差,65岁及以上人口数_3年均值,65岁及以上人口数_3年标准差,经济(亿元)_3年均值,经济(亿元)_3年标准差,养保支出(亿元)_3年均值,养保支出(亿元)_3年标准差,床位覆盖率
2019,宁夏回族自治区,-1.320897824161339,-1.1311892889778088,-1.343912639838508,-1.2550285306497466,0.4317234047840085,0.9070065289442885,-0.6218778329223076,-0.7257307771719376,-1.1026316459088794,-1.0342126814331498,-0.9905275405286397,0.6695641763122852,0.12114801400664246,1.7034951601587252,-0.2960293232785776,-0.278041994670957,-0.7674707306445253,-0.6799986148539452,-1.1407007552301227,-1.2576519128442487,-1.3298693116909834,-1.3519477686429295,-1.0297340024802797,-0.9654854647121955,-0.7901737741060082,-0.27248392566716295,-0.7161615877577618,-0.03756937878848026,-1.1241115244409186,-0.5831400680475979,-1.2618052602639755,-0.9453592836847762,-1.0360929380778523,-0.9489687810475379,-0.9813954400162714,-0.8806110744049107,0.18691513651862984
2020,宁夏回族自治区,-1.3113672910273537,-1.1253181655427538,-1.3335396491355442,-1.2462502252903647,0.36368153936040626,0.814186838624819,-0.5952639674756153,-0.6899232525486907,-1.0881537964805348,-1.0257913037889108,-0.9818863576988177,0.4326381979967684,-0.6496865877106054,0.09615113950513618,-0.5784795433081907,-0.2094111237647832,-0.5804462776168509,-0.45331975249020606,-1.0843458554126792,-1.2465281223204654,-1.3280241905460084,-1.3541765904024485,-1.0193503503158383,-0.9606804956560282,-0.6490198704253548,-0.7341713289737414,-0.5395766283699897,-0.6716144315189337,-1.1113085885726632,-0.520219982204,-1.251308112906585,-0.9575266371470815,-1.025095988121303,-0.9753172693363974,-0.9678030213426865,-0.9527289674258027,0.2814004960728412
2021,宁夏回族自治区,-1.3094769778137931,-1.1279363717078617,-1.3319056368010416,-1.2366926346250757,0.38655038209614034,0.7424380639205399,-0.4575947128809985,-0.5448521955063604,-1.0296876918925066,-1.0001900888683166,-0.9720107201790213,0.7505104300833482,-0.08501470372254004,0.9964792496199062,1.7913073820730498,-0.1990721059756521,-0.5416864844887392,-0.4243287190405276,-1.0695830964441084,-1.2372721967230103,-1.3183960575843723,-1.3437844771743555,-1.010291946241046,-0.9511522284058376,-0.5197495529252114,-0.8484553569440236,-0.40196744617461266,-0.9344100425310301,-1.0672403049735166,-0.5075921939313381,-1.2411544468980198,-0.9646587393354682,-1.009415960131912,-0.8660688566905431,-0.9593821748692152,-0.9305410703173488,0.9876680888027737
2022,宁夏回族自治区,-1.308255002399593,-1.1324267104835557,-1.330465409383961,-1.2286977638444438,0.3681988416291936,0.6409285434386015,-0.3415013080518065,-0.42024290795556024,-1.028994308299195,-0.9792691277024733,-0.9551641170249386,0.6315877665586551,-0.21916307516700317,-0.22588642528485092,0.7191269038532696,-0.10784565284454735,-0.3846545695770146,-0.27436275588725406,-1.0099664376208377,-1.2271945855592228,-1.316486386141712,-1.3421474525512254,-0.982754153809307,-0.9402627801199056,-0.4080864550916261,-0.564201263882689,-0.29835582663927007,-0.6812650058652256,-1.0419299589346354,-0.5400729255616011,-1.2318988642887725,-0.9700464606425323,-0.9896908011312046,-0.7957875664219712,-0.946363718909931,-0.8949759026193506,0.8614421596497617
2014,安徽省,0.5592952077235653,0.6030314421939655,0.5941846984801404,0.22438769977738246,-0.11458783834739696,0.1718315169690386,-0.4225476472721859,-0.42318576868577673,-0.28952381881889394,-0.2737050734556065,-0.3152808251125588,-4.522736667215765,-1.0132392371415446,-2.4374816589993085,0.2984344360302395,-0.2998181868288561,-0.21281167727551756,-0.16460246463744327,1.2152885141870455,0.31670829638746023,0.552815651163048,0.5476548464092807,-0.2856675575446878,-0.23730805783192002,-0.246856716358242,-1.3529968250631308,-0.21510227141106728,-1.2061324561405369,0.48467953032123984,6.328113311942924,0.31107600900312604,-1.0623123226730264,-0.24779979583798217,-0.39089272898549104,-0.23425095138501661,-0.8943133906723649,-0.7588020004171047
2015,安徽省,0.5799795437842773,0.6102694528398168,0.595346711453518,0.3625338491561016,0.0675159093630712,0.18259767823227452,-0.1575042136055404,-0.16907205302483516,0.0411184589303527,-0.22056887879694714,0.05998105609280582,-1.2632195710468526,0.3792726130793343,1.015231685375881,-0.5151236364657445,0.6585400503232807,-0.2529569561893305,-0.23618526327862427,-0.255236882688666,0.3133819054009598,0.5714234321663686,0.5874936148083058,-0.20131492831728065,-0.21611446910542484,-0.16075027523884847,-0.5475523272145242,-0.12929889898336183,-0.6096897803325183,0.35048226433655816,4.486930794294457,0.35908158400892165,0.01600588836365196,-0.21464669564856406,-0.25576108630090966,-0.09256668752821517,0.8545945219561132,-0.3801430674696944
2016,安徽省,0.5982499323346109,0.6004543797910556,0.6124435661448818,0.42346851415740183,0.08022082199403457,0.13491896406651524,-0.06769610798295847,-0.07477717994695512,0.11666029014299933,-0.12023350804975634,0.029206100671740263,-0.8303387322086591,-0.4168186891808682,-0.02331752729371175,0.5230981698488616,-0.40948599854322504,0.022107996042509924,0.052532024574138546,0.08191210310441654,0.4590444709960048,0.5923195913859972,0.5886577699432759,-0.14415930099017385,0.1976709539496353,-0.04695498941978453,-0.23604258458263,-0.022449416337539697,-0.3069221285848924,-0.005594424349797908,0.7284644710598369,0.42795196454266016,0.34163522114654316,-0.13139562749484154,-0.10773944843942049,0.04132613473184227,0.7367475685753803,-0.3344179228380227
2017,安徽省,0.6155504566846774,0.7959146794057896,0.5336502207033349,0.686797706563306,0.985092932710392,0.6624608659650734,0.5872459305817275,0.43418590594906603,0.4305781556215719,0.016240941205378775,0.07038750912929136,-0.3187845435846802,1.3771932579669948,0.6018936429377162,1.0713879879302102,-0.2751250448009674,0.12417731839849795,0.15036184938375194,0.15894052170734904,0.5232945400546165,0.6107770824570986,0.6057861425490799,-0.03623416455553135,0.16373671072859963,0.26643479404387654,0.8106861291456713,0.35071430714521695,1.1396300722627979,0.24191629165377407,0.6622749133293692,0.5904946678674977,1.331299265746267,-0.027302774876606428,0.4076764625115631,0.18330351493917743,-0.8287962630653422,-0.1832724045222978
2018,安徽省,0.6326918662162535,0.7539676081086405,0.5598784993160801,0.7372679054534751,0.8933352303756601,0.5271148386558224,0.6332452041932942,0.5029397769523928,0.5189706960969255,0.19185944144932623,0.5980181327182149,-0.25592456103895544,-0.5735411096929005,-0.04445400506778965,1.4810175175372384,0.6090064823772026,0.6751035308842315,0.8638037425075211,0.47903597558846184,0.8009512531401279,0.628254777189042,0.5268475422074408,0.1105637537260985,0.20914571008093621,0.5120711360320553,0.7458511325112968,0.6429314528659872,1.0454362704034446,0.4061618479264231,0.6963959248935545,0.7222182154650648,1.2773360359242922,0.12076216888603755,0.8810795341099767,0.3813729124277088,1.6483096361007454,-0.12304051682806427
2019,安徽省,0.6450425376139747,0.772911293391537,0.5458427497888286,0.8757960472633426,1.146021826035922,0.591711806235238,0.9355261450693027,0.7582523307121101,1.0122992550662118,0.3067014920738201,0.6204358298881529,0.9604325260473516,0.1274338872371576,0.7836491267882548,0.055441956269411466,-0.3245604884085484,0.7495260396972455,0.9139117015563479,0.5691679925096021,0.8541674932560954,0.6455717276470758,0.5531241724413557,0.29946673438116317,0.7909417083775702,0.8165632783406651,-0.3046717082621622,1.0136667790158833,-0.27625313761852655,0.7140074716814375,1.4073474137591966,0.8812168074945239,0.28328327473371046,0.27403512246462464,0.7530189597570331,0.5990242999077072,1.599032291341518,0.32475815267341956
2020,安徽省,0.5577462517046278,0.7535214268652501,0.41193020752985643,0.949385994437105,1.6672479250059706,0.8370572411940075,1.3948836531208086,1.1046608042436639,2.05165352609646,0.35596813136443733,0.6945031112866261,1.123464245854541,0.39986218937208634,1.4469687939159228,-1.0886947564300986,-0.2605002205702646,1.0258886721566793,1.2431925753057793,1.0722047621915358,1.0002328351703444,0.6580488792094263,0.5390625481224721,0.4229958935379268,0.8156607559866359,1.0616378351644076,0.6474342904779642,1.312124905882103,0.9895690762861894,1.2711973418435938,4.674338477801886,0.9735197627638459,0.42180769121608924,0.3959998005340291,-0.02873402245559441,0.8287820743306783,-0.5852470741793259,1.4308105507733468
2021,安徽省,0.5635641173158537,0.6930704513878087,0.422307029154166,1.024474607096004,1.6146919364225538,0.6870692345667554,1.526945377218015,1.2485243175749952,2.2270241045168118,0.5384336094871317,0.819183034974056,1.1164754228990668,-0.3592611460388646,-0.041825178556074316,0.8505498308310547,-0.20371219136218935,1.4008579254959916,1.743580198740514,2.1320124817092054,1.077826749698847,0.5698586136727549,0.40490313916634535,0.47598925697018435,0.8973316181311263,1.3341667565789,0.2847883601408781,1.6423869431510065,0.5135313253911428,1.858282972901393,3.7978287321498447,1.0744763878647368,-0.04764172795697614,0.5204225964018319,0.44817701918695324,0.9102002531858927,-0.16692910886271575,1.5091092334864862
2022,安徽省,0.5690230196187563,0.6271874021332549,0.43610332122119894,1.0867629723624732,1.5229342340878218,0.5209627465054021,1.621134366041699,1.3657049270227122,2.102372224668554,0.6211848066311634,1.145382748981072,0.750037491205362,-0.4588678129767957,-0.3684994393160652,-0.7481817131752446,0.012323975320832684,1.5565827368052214,1.8874377630764065,2.310834177031568,1.1570008708455972,0.5757360586037281,0.41529909037805685,0.67225714808729,1.0348109027410182,1.556205159822507,-0.5948141076525473,1.8957497315460234,-0.7684413394637356,2.2329587143643432,-0.1479052748803026,1.1486338105297191,-0.12577526769497877,0.6333245286852847,0.6196596069189846,1.1034507269828595,0.9417863909744818,1.2783137940538403
2014,山东省,1.8514680377280366,1.4430360229521406,1.9726603003361216,1.4976895796957725,-0.3969192301465726,-0.32648794721502256,-0.1509328888038882,-0.07335698601964685,1.753119531274826,0.8710443992651136,0.8216519443540052,-0.8687816927091643,-0.09822856315099311,-0.502216598562383,-0.19194340920402175,-0.05827449111362273,-0.050421191048193495,-0.14074153175704976,2.066192824545373,1.5079330691254722,1.8573250359996003,1.9871867514781885,0.880528535876968,0.7816992891448853,0.027204059094756112,-0.7086155353599276,-0.05239965010947497,-0.6612555060571402,1.9680517033965705,0.3760727522332558,1.5781316675654884,0.3031697530566065,0.9525066885591765,0.1484331242891759,0.9038721211220454,0.3658765809459947,0.4419833360266488
2015,山东省,1.8680207363216224,1.5595902668402823,1.9526933392734525,1.5600674136579282,-0.19364062805116647,-0.16960959737929976,-0.056743899980204376,-0.010695410135725683,1.605290149180808,1.0539255578199738,1.2210350702014723,-0.788816645522824,-0.5649610180854028,-0.4175119084632331,0.18176642287807906,0.09369160719647454,0.12571460486002933,0.05969030443825647,1.8276036376133427,1.6559630735335975,1.8768290838536066,1.9685104253755685,1.0300279381795558,1.0375332648125015,0.07984734645166952,-0.6993796605642381,0.0164049409882133,-0.5871003055009827,1.8770281996789646,0.5646609161031407,1.6247328705808368,0.3676725870630593,1.0431109470229059,0.9437512815130722,1.093604744268654,1.666653775487747,0.24885037529398518
2016,山东省,1.9013278224799408,1.6954367293924277,1.9582501653137225,1.587198212133355,-0.03412339168463187,-0.015807293618787157,-0.03045860077359471,-0.013101691605962446,1.7614863599674517,1.1946601237848737,1.4066106437453472,-0.5221250545536492,-0.8478254629203964,-0.03611607802960661,-0.4108380459394091,-0.18076195982942783,0.19354251935276867,0.1622923158239489,1.6768651217082038,1.721734833166798,1.8935512945308484,1.948506655380393,1.2267429534466059,1.4779161653059503,0.1613500683395321,-1.2856929345268722,0.1289206840773745,-1.0961657157776807,1.799479714464545,-0.16449446894935363,1.7055455178517243,-0.4478847726622904,1.2091885125697874,0.9542414816315489,1.3943602976743792,1.4953472964386085,0.3662383489227309
2017,山东省,1.9154177487192376,1.8435935884553443,1.8718281121628124,1.9327753281599442,0.5432443045446828,0.25642278403732005,0.4777238505541881,0.4143280423319604,1.425093620951008,1.366832852025345,1.728889729657004,-0.6770464291287379,0.992837943144326,-0.6468224344896787,-0.1951201113088396,-0.07590956260340655,0.1909378441350399,0.19092543528042147,1.8361351170939024,1.750341795650702,1.9271994703032427,1.954073725384881,1.3781232405748844,1.6825425104089708,0.3396105707041258,0.24179134962255397,0.3612373622542742,0.45383873989573514,1.6867318942755252,0.39618627920258265,1.8584834142978477,1.8302112908886206,1.3871803859995202,0.8843735890008646,1.7283447930196731,1.1440520994718668,-0.18667699672248408
2018,山东省,1.9283974827396033,1.916028004679958,1.7569655974548057,2.525693191678937,1.3210672889514112,0.4809741475276686,1.3648526987772571,1.1558107890037246,1.5929756565635953,1.5141753593631662,2.2636061231663818,-0.528253005295426,2.022585649709847,-0.0066351967848911585,-0.5270317633912209,0.054704953164052494,0.6536084207401035,0.7444990781055532,1.4931225067296507,2.1147214729544244,1.9414336879849214,1.8674923538724284,1.563319797355413,2.037906043410006,0.7659963914312076,2.7469174291610137,0.8865806519295659,3.0916404915773263,1.6824992036385147,0.39519320905387145,2.1979125400873945,5.585169157297474,1.5524136099002654,0.9246936811396533,2.112149979076605,2.6171311556469163,-0.3975822021874794
2019,山东省,1.925276686226524,1.8510888847608062,1.7372171979177424,2.697419924838643,1.4269415608761022,0.4240672951362788,1.612372599639496,1.3799208975088566,1.7458621163314987,1.6718426231661943,2.5338405993487116,-0.35353128375317766,-0.10003426538531664,-0.039522277806882146,-0.5117058360446466,-0.17943833685127053,1.456225138076749,1.7108668597614942,1.6643082922406838,2.7398995005412985,1.9545463442443196,1.752418091040202,1.7218078767698388,2.6275152208517962,1.2751793519583485,2.1225517466888424,1.4936799851444627,2.3778635621125392,1.677128897950415,0.34117112059605537,2.588168883645706,4.551526198930397,1.7237258027516766,0.8317000989509042,2.527120931520515,2.4227396252972095,-0.37861264596385275
2020,山东省,1.9641615767258314,2.092057111145042,1.7540292708716676,2.5584395122888415,1.5562493383201241,0.7053717087142564,1.410194839908658,1.1460105481082383,2.09804551104629,1.7633121704269574,3.079469572317464,-0.12238525662362865,-1.5745535070052354,0.19460404983894253,-1.111369072030103,-0.028568515525864903,1.6988127376098971,1.9804954013099416,1.8202034040307578,2.9209697413391336,1.9513935884276494,1.732633285487051,1.8914017182088012,2.925491361385969,1.5426267482664155,-0.5834930649531155,1.8382695666772373,-0.6503389757799346,1.9084333660194874,1.0278745003325065,2.8080974024264886,0.1892476936756494,1.8660649320023832,0.49787067705436167,3.0243144286187764,2.472596493169288,-0.06918922653143454
2021,山东省,1.9738754981960123,2.034455661206843,1.741446385826715,2.7782581330107723,1.6965680400443144,0.6501566816642327,1.7065615884631797,1.409389826256563,2.254306437634976,2.1715715319529756,3.606581724936598,-0.13347158955091218,0.030877025014366774,-0.06547466743784147,1.3072689560460231,-0.08026958463215571,1.4456168842610664,1.7602589908239084,2.1793174143428504,2.7744275210130103,1.9906766894528116,1.7494763513625686,1.9897903850788965,3.5271333791837143,1.6353159307139669,-0.4964532628516142,1.9645462279859356,-0.5223555523393749,2.135743470627056,1.037851980787981,2.8968770303037052,0.4707822574868239,2.102075221659904,2.2615474929083392,3.5187085509584546,3.4842312568661655,-0.08804278669979189
2022,山东省,1.9719831014187001,1.927771897300556,1.727764474125575,2.986738347028925,1.7727975158300928,0.5332669308062429,1.9935094381353327,1.6752947044048314,2.254907370082513,2.3620674212315667,3.937452615490478,0.021580705787116915,-0.0043469608599529756,-0.23621626692359712,-0.5493185798726106,-0.20084223997152167,1.7307113285900344,2.083097412695634,2.338653399072598,3.006206288672625,2.000490088785141,1.7368702698699994,2.4289321051452393,4.108357681445336,1.7432820976897896,0.37640528640429066,2.1053932732917913,0.3912723847981976,2.310710572101863,-0.14688854340933544,2.998575950686837,1.9199873766681237,2.34987124073082,2.7631746029431694,4.035424960334123,2.6158910346362862,-0.1951018741002853
2014,山西省,-0.2896767343616028,-0.39981301775797545,-0.18799048313494623,-0.6163825684415198,-1.3822557875256956,-0.6848473149770166,-1.1694882330600045,-1.0546872337217243,-0.6438798154593948,-0.6960679939719842,-0.7275886915640597,0.1963382190438163,0.3130730434999083,0.06190894889856899,-1.6350121234127137,-0.19978182543533213,-1.1355022147558262,-1.2097113247986833,-0.6638900362829042,-0.6323461890312594,-0.2925590431941068,-0.20891799207547415,-0.6603109652913238,-0.6993337367936592,-1.0604646415559031,-0.6003813387215988,-1.1609630325598763,-0.8327908421945068,-0.6481753326484031,-0.5480168316844481,-0.6068197828454868,-0.5349509340818034,-0.6628089872434131,-1.050440372404463,-0.6933052396173275,-0.8546171872503453,-0.2836059183370002
2015,山西省,-0.2856045131874574,-0.3826783779836285,-0.1994562814659389,-0.5504903003809786,-1.1705072436763138,-0.6094841861343657,-0.9482536314043746,-0.833482457252636,-0.7129500664678006,-0.7065337414609664,-0.5687637511519336,-0.4739719221829769,0.4573834592838592,-0.6481314347533509,-2.32422805802994,0.5233897082568699,-0.9365246253434804,-1.0498430745000462,-0.6165662495509594,-0.5731339685164442,-0.2862426211571905,-0.19612350047799879,-0.655627056554873,-0.6707489350430875,-0.9460133983924847,-0.07217817801408961,-1.0520898854700047,-0.3020189587298157,-0.6639398808842962,-0.5313515891136078,-0.5737879618368893,-0.2341037825174947,-0.6657846188362905,-1.0230084763761993,-0.630064818934744,-0.17042523458208392,-0.6544772580096903
2016,山西省,-0.27907063089302386,-0.3566718630512612,-0.18900119959128153,-0.5930908846644769,-1.2156802663641815,-0.5541153567805812,-1.0972036602418285,-0.99717985926565,-0.8004828112874478,-0.7020767234938599,-0.5886384716605239,-0.8077992954718167,-1.7265059251443016,-0.8235319428955643,-1.6275570404628685,-0.43102639401664544,-0.6970818974503122,-0.8088476524080704,-0.6869957337490391,-0.5036565573707854,-0.28212869737531415,-0.2076104359162143,-0.6668844747238346,-0.49561938298458547,-0.8578018328621303,-0.7107076686010558,-0.9711433077080183,-0.7739326019997613,-0.7018148356159252,-0.22985765617702786,-0.5458608680185458,-0.6235221953883631,-0.6663784942783532,-1.023076204188372,-0.5693692843963287,-0.2834194414967185,-0.8528064810584857
2017,山西省,-0.2740098976230354,-0.3358717712179964,-0.19343268004819708,-0.5616980049901891,-1.0829845122185693,-0.48182827401313993,-0.9942529050159413,-0.899845831047897,-0.799364152423572,-0.5992557782326978,-0.5543700094668302,-0.6935749272332469,-0.2790600665803152,-0.22792892252970307,2.9895303079594497,-0.21313277878203868,-0.8742758672762667,-0.9711019959947472,-0.776251035099249,-0.548575003744349,-0.27552790321174764,-0.19713608018201145,-0.6620903102272123,-0.5175343976600237,-0.8012036093719179,-0.9459893388645059,-0.9063860454984295,-1.0119856911537337,-0.7552573214516946,-0.42678760603888055,-0.5266385833727187,-0.7829683892206772,-0.6316221631165775,-0.3249093877623733,-0.5056017087267389,-0.8640273230625514,-0.9041051728533556
2018,山西省,-0.270651609568346,-0.3338334178081307,-0.21437533200061237,-0.4306637092651094,-0.7470101559775499,-0.4264594446593555,-0.5517837017046824,-0.4550325377591356,-0.7970990993520876,-0.5395428384908606,-0.37074487433311537,-0.6216060144390231,1.6316480808454754,-0.21883430440617277,0.4739277255963392,0.3507196590407641,-0.7689168166928982,-0.8589556114568971,-0.7751103621521244,-0.5154740637953292,-0.2704153442266607,-0.2015757300375916,-0.5514915805567933,-0.47974801210783946,-0.6628711430323682,0.5533547095639288,-0.7598727397492344,0.3790088464271765,-0.7841807074712671,-0.7646486061654413,-0.4845180890833502,0.11862877392450805,-0.5716711426765225,-0.05386310783841882,-0.432704354014945,-0.026846418787958508,-1.0898474666185178
2019,山西省,-0.26985565348920537,-0.3484026982941484,-0.22174478086409996,-0.3653284810837987,-0.6326659422988845,-0.45414385933624773,-0.33492998325015433,-0.23161858618561199,-0.7430151790737883,-0.49888718546266336,-0.3313287360822279,-0.5728066169233931,0.24218028081874207,0.1911384682019965,-0.4096036912318048,-0.238801216175628,-0.2874294363194078,-0.3769647672729465,-0.7728007351104259,-0.3773103018512327,-0.2670226647763661,-0.22255698960083958,-0.4872617170444606,-0.2772723330412906,-0.38304024973757866,0.9242625382504467,-0.47817864913752267,0.6802834490456978,-0.7644281511652176,-0.554411441365814,-0.40445685284175364,0.31341351475419327,-0.49872453342383627,-0.45344137589593553,-0.3379800561773644,-0.011191693597847246,-1.0296076688082638
2020,山西省,-0.3490052398561973,-0.34964103410572195,-0.3554496573348002,-0.25772486977601683,0.1511989338923474,-0.10870388509013663,0.38940524521997993,0.40306016134486566,-0.6079625453258577,-0.46347858631065875,-0.28441945786319495,-0.05591521753982544,2.042551473001784,0.7206892981874566,-0.6676978581941072,-0.22388688233379897,-0.04559539065343571,-0.14074153175704976,-0.7176524975841555,-0.30842023865781415,-0.26621855750829926,-0.22994002398417535,-0.4435307090536367,-0.23380982257006439,0.09320294666073659,1.6858784948992727,0.03314469326939172,1.7020093430053849,-0.6986403176381671,-0.09795998634224516,-0.29760662380094466,0.13508035642277003,-0.44997947567857305,-0.609884470149932,-0.2386022522475903,-0.6461936091566506,-0.8381062919053307
2021,山西省,-0.35155625113536276,-0.3805906520591254,-0.36371225814631297,-0.18981501779535764,0.24397302923755596,-0.1911419199057716,0.6507687369977001,0.6623663170651548,-0.46938752292390434,-0.25949455575755553,-0.2239311780544417,0.46013414719155205,0.165314829063884,0.5430589319142181,4.577155033414008,-0.19586761508194425,0.6414115224443628,0.6482917967318057,-0.5799421636040261,-0.19496200503441652,-0.34617869517178884,-0.3638913843218158,-0.4054436629204399,-0.18208494321188723,0.5016388625137651,1.7930163135526165,0.477541405182697,1.8178338998666081,-0.5860005391020442,0.17657148991992197,-0.21294539928322534,0.15162205903993586,-0.34943998506121793,0.537978311471407,-0.18455523276081476,-0.5572101601985908,-0.6171198447926584
2022,山西省,-0.35116672889201733,-0.411349545817096,-0.36878360197241034,-0.11710419780529695,0.33431907461329224,-0.28188527912447403,0.920193053865447,0.928754755300434,-0.48978224568184076,-0.14955396894235645,-0.11615711134621341,0.4209925357051596,0.13405690501949452,-0.3315828997233336,0.8579264364804392,-0.09197603678538777,0.922097022442294,0.9330004478606624,-0.4386401238978267,-0.12335723491835293,-0.3487558307251877,-0.3721692171716263,-0.18602947065715644,-0.1153870724605534,0.9257829775852086,0.363436965931796,0.9413652957588773,0.22016066993959077,-0.49896027691108463,-0.25539650805279884,-0.12569156514715543,-0.1041592896957529,-0.22402666953619088,0.9168154341731545,-0.10534337930380329,-0.2943189995214975,-0.7564017851489516
2014,广东省,2.1773523059455617,1.8488009258602736,2.4468801032747898,0.884069178654037,-1.04486977432568,-0.2988035325381303,-1.1979639738671646,-1.138008882590701,0.11812101824624228,1.5759261866038259,0.18590777901711014,0.12132149039530364,1.5219046218338903,0.022177410082509053,0.2228511510665782,0.004910800469927837,-1.397528489397458,-1.4316180005863437,0.06796949741187742,0.6902758128640065,2.178096268635782,2.457308492586972,1.5411514168646687,0.1327017831136933,-1.2388712450401054,0.2138459826815097,-1.2896680912014347,-0.025565730959841382,0.11473855541170246,-0.3299409813321406,0.8457112917878369,1.91349514672392,1.6628286251353745,0.9562529860363458,0.22780266694577847,0.08654105005182074,-0.7369638296402673
2015,广东省,2.20610249927507,1.7838842978644567,2.551003998176332,0.6481140358440058,-1.3766091596897116,-0.44799176718582734,-1.4980544731426226,-1.4382622414162092,0.3541025678365991,1.8416784657022507,0.6924415719543686,0.4713881625867089,-2.6483451622814056,0.3929930354758862,0.34804042126191037,0.4889455241626066,-1.0267160001239088,-1.0808622872445577,0.1604299954730158,1.008956100706829,2.206050652090454,2.4436044487158655,1.7882297816800456,0.33652503140562634,-1.2860125607431092,-0.18846671168313164,-1.3410691680802957,-0.33677181295301745,0.2114326570585467,0.39820747719382316,0.815889991311341,1.1416143681194852,1.7994682664612154,2.0332583005563016,0.4482988735797936,1.9896894783525443,-0.24285736559177445
2016,广东省,2.2599148391896575,1.9744256321319773,2.552899209693496,0.7695510634822313,-1.122510907070454,-0.25727691052279195,-1.3753897435117783,-1.33113873568218,0.2255215142929093,2.1427340058314686,0.8173560420328937,0.007212281632640398,-0.11243661163678412,-0.5299471528866283,0.4211047666307114,-0.20326169653504259,-1.3517247293378212,-1.4077570677059503,0.40105542502140057,0.760162836315278,2.2350952690240193,2.5479202951821796,2.0740846179748296,0.8950584458014379,-1.2313892378827913,-0.4394649490080627,-1.2876444267573848,-0.525946542745751,0.27951478686181447,0.046504847115727076,0.881875055588969,0.5666210892020079,2.085421691751893,2.4820996826560195,0.7488044828106444,1.7924193081800814,-0.5192467392961478
2017,广东省,2.312407449824037,2.039769972393487,2.601628031688498,0.8152034379420726,-1.0858078261365605,-0.23113051888350458,-1.3556757691068213,-1.3133057054873338,0.5802750508602421,2.5270362374210316,0.98442713977405,0.32815656630350354,-0.7218683423109075,0.6416753220388407,0.7851047656819836,-0.16565939368968288,-1.2357690757399895,-1.274135843575746,0.269944025446124,0.8882071508587656,2.289458687774106,2.5498190005065684,2.3979131940880096,1.0327963548081207,-1.2954644050415864,-1.0529738011598984,-1.3459259627460154,-1.0062807585399283,0.438364615880977,0.4746441267425127,0.857667915826589,0.12150894461419494,2.4268775260705535,3.236862913328534,1.0427660990993481,0.2188034756376664,-0.12654851520255678
2018,广东省,2.377972929778474,2.1138302072389954,2.638975484878788,1.005136402350092,-0.9375838454419937,-0.18806587383056086,-1.1870117658644108,-1.1412722632708912,0.7074231116444214,2.8631657255940977,1.3708484913767844,0.2849943013423206,0.2705110281515084,0.017423268067423517,0.21866703089569875,0.045798630038382075,-1.216465743033465,-1.2526610039833916,0.6316787554218584,0.9363434327546586,2.3424888622235245,2.598637653693923,2.8112855718205396,1.2170185961853763,-1.1869074889509317,-0.7826678082406237,-1.2309818223239946,-0.8343236972480281,0.559806611432505,0.9633796573405716,0.9831655905042832,0.6643444125528469,2.7935993205385707,3.450493134607393,1.2925103186331268,1.3695293278025338,-0.15903584389806544
2019,广东省,2.4199450019623363,1.9535379498005223,2.719759814871141,1.1248188062346518,-1.094277767890536,-0.4095411912456992,-1.1147271930462348,-1.0362510780276426,0.8846057325219606,3.188972483035057,1.9659914419604163,0.31234854766561937,-0.20339715501511046,0.09461633931591264,-0.01006471701578499,0.16593891257999643,-1.0302484408997878,-1.068931820804361,0.7613289623789176,1.1366104905855612,2.408725782007554,2.636053956614498,3.172841228620665,1.6431090958035397,-1.0791190211107486,-0.5286437798794195,-1.1346553947872309,-0.7033423679908676,0.7863445359914301,0.28826704055595354,1.1080464937366077,1.103237922866901,3.1692069926716613,3.078955411250217,1.7153613292448713,3.1330616165512173,-0.07359618491097088
2020,广东省,2.8144311970415044,2.949172011142576,2.9654407809486543,1.3782104901805405,-0.3511250783967457,0.3303247909942468,-1.0152811443812289,-1.0355778862234766,1.0380376540499356,3.317189639027071,2.1536285548365486,0.1739552958058457,-0.8336121622194247,0.026502990041441882,-1.1727163716982494,-0.22084368105197175,-0.9165684404829286,-0.9901907422990621,0.9419983593346392,1.2628047137673832,2.4511276797797343,2.716987211870987,3.5232933023638475,2.2993480849448766,-0.977602883225736,-1.101988228811826,-1.0088644129451045,-0.9471360516729138,0.9436849595657125,0.37605389186408983,1.3059502737561328,1.5866999498589662,3.4528781501295183,1.858489526062651,2.1457833761355163,2.4146430637437724,-0.13165644849917446
